index,path,exists,expected_sha256,local_sha256,verification,accepted
0,results/17_chunking/received_chunks_corrupt/chunk_0000.bin,True,598bb94c9ee7bd1bcd03bb0480bd50567fabbd9a4c328c95678fc78a4b09ae97,598bb94c9ee7bd1bcd03bb0480bd50567fabbd9a4c328c95678fc78a4b09ae97,PASS,True
1,results/17_chunking/received_chunks_corrupt/chunk_0001.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
2,results/17_chunking/received_chunks_corrupt/chunk_0002.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,63843bde3269a8f41af99a3201e638266d0de215818a8de63cac0900de0de8f7,FAIL,False
3,results/17_chunking/received_chunks_corrupt/chunk_0003.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
4,results/17_chunking/received_chunks_corrupt/chunk_0004.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
5,results/17_chunking/received_chunks_corrupt/chunk_0005.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
6,results/17_chunking/received_chunks_corrupt/chunk_0006.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
7,results/17_chunking/received_chunks_corrupt/chunk_0007.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
8,results/17_chunking/received_chunks_corrupt/chunk_0008.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
9,results/17_chunking/received_chunks_corrupt/chunk_0009.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
10,results/17_chunking/received_chunks_corrupt/chunk_0010.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
11,results/17_chunking/received_chunks_corrupt/chunk_0011.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
12,results/17_chunking/received_chunks_corrupt/chunk_0012.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
13,results/17_chunking/received_chunks_corrupt/chunk_0013.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
14,results/17_chunking/received_chunks_corrupt/chunk_0014.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
15,results/17_chunking/received_chunks_corrupt/chunk_0015.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
16,results/17_chunking/received_chunks_corrupt/chunk_0016.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
17,results/17_chunking/received_chunks_corrupt/chunk_0017.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
18,results/17_chunking/received_chunks_corrupt/chunk_0018.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
19,results/17_chunking/received_chunks_corrupt/chunk_0019.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
20,results/17_chunking/received_chunks_corrupt/chunk_0020.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
21,results/17_chunking/received_chunks_corrupt/chunk_0021.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
22,results/17_chunking/received_chunks_corrupt/chunk_0022.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
23,results/17_chunking/received_chunks_corrupt/chunk_0023.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
24,results/17_chunking/received_chunks_corrupt/chunk_0024.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
25,results/17_chunking/received_chunks_corrupt/chunk_0025.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
26,results/17_chunking/received_chunks_corrupt/chunk_0026.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
27,results/17_chunking/received_chunks_corrupt/chunk_0027.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
28,results/17_chunking/received_chunks_corrupt/chunk_0028.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
29,results/17_chunking/received_chunks_corrupt/chunk_0029.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
30,results/17_chunking/received_chunks_corrupt/chunk_0030.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
31,results/17_chunking/received_chunks_corrupt/chunk_0031.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
32,results/17_chunking/received_chunks_corrupt/chunk_0032.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
33,results/17_chunking/received_chunks_corrupt/chunk_0033.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
34,results/17_chunking/received_chunks_corrupt/chunk_0034.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
35,results/17_chunking/received_chunks_corrupt/chunk_0035.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
36,results/17_chunking/received_chunks_corrupt/chunk_0036.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
37,results/17_chunking/received_chunks_corrupt/chunk_0037.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
38,results/17_chunking/received_chunks_corrupt/chunk_0038.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
39,results/17_chunking/received_chunks_corrupt/chunk_0039.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
40,results/17_chunking/received_chunks_corrupt/chunk_0040.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
41,results/17_chunking/received_chunks_corrupt/chunk_0041.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
42,results/17_chunking/received_chunks_corrupt/chunk_0042.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
43,results/17_chunking/received_chunks_corrupt/chunk_0043.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
44,results/17_chunking/received_chunks_corrupt/chunk_0044.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
45,results/17_chunking/received_chunks_corrupt/chunk_0045.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
46,results/17_chunking/received_chunks_corrupt/chunk_0046.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
47,results/17_chunking/received_chunks_corrupt/chunk_0047.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
48,results/17_chunking/received_chunks_corrupt/chunk_0048.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
49,results/17_chunking/received_chunks_corrupt/chunk_0049.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
50,results/17_chunking/received_chunks_corrupt/chunk_0050.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
51,results/17_chunking/received_chunks_corrupt/chunk_0051.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
52,results/17_chunking/received_chunks_corrupt/chunk_0052.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
53,results/17_chunking/received_chunks_corrupt/chunk_0053.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
54,results/17_chunking/received_chunks_corrupt/chunk_0054.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
55,results/17_chunking/received_chunks_corrupt/chunk_0055.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
56,results/17_chunking/received_chunks_corrupt/chunk_0056.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
57,results/17_chunking/received_chunks_corrupt/chunk_0057.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
58,results/17_chunking/received_chunks_corrupt/chunk_0058.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
59,results/17_chunking/received_chunks_corrupt/chunk_0059.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
60,results/17_chunking/received_chunks_corrupt/chunk_0060.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
61,results/17_chunking/received_chunks_corrupt/chunk_0061.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
62,results/17_chunking/received_chunks_corrupt/chunk_0062.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
63,results/17_chunking/received_chunks_corrupt/chunk_0063.bin,True,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,4c5150bf662e722396db18fd09ef65ecc84bfb3fcf61b84ebeb5688c0460e5d7,PASS,True
64,results/17_chunking/received_chunks_corrupt/chunk_0064.bin,True,ce0ecedbfe0cef549c0b781a20a0e36665f339a2806620445e74486fa336c151,ce0ecedbfe0cef549c0b781a20a0e36665f339a2806620445e74486fa336c151,PASS,True
